id, x, y, freq, label
1511, -15.792249, -9.021761, 286, bill
1512, -12.740394, -11.831017, 160, school
1513, 27.068796, 23.883705, 12, districts
1514, -42.223068, 16.809891, 14, adopt
1515, -64.390427, -4.406011, 12, policies
1516, -44.364597, -23.537167, 32, protecting
1517, 4.267809, -24.173820, 82, harassment
1518, 45.224136, -51.520538, 6, intimidation
1519, -10.670210, -0.272028, 114, mentioned
1520, -6.212352, 2.976015, 136, included
1521, 8.573784, -16.376108, 56, half
1522, 2.928688, -31.792599, 40, million
1523, 0.065406, 60.312218, 8, dol
1524, 47.849709, 26.727016, 6, lar
1525, -29.561607, -56.182384, 28, training
1526, 7.477671, 45.478500, 12, gained
1527, -39.721584, -47.002506, 28, twelve
1528, 52.272034, -31.294205, 6, sponsors
1529, -47.359455, -48.225616, 16, sixty
1530, -51.294250, -15.791243, 24, targeted
1531, 49.832321, 35.768517, 14, transportation
1532, -29.821718, -53.036682, 28, patrol
1533, 29.630720, 51.681870, 8, relating
1534, -9.693991, -4.378264, 90, mass
1535, -53.344330, -11.942908, 30, largest
1536, 0.267129, -2.033356, 142, ever
1537, -57.419945, -12.197659, 20, piece
1538, -12.744561, -58.399666, 34, usual
1539, 5.795000, -11.583826, 178, asked
1540, -62.854630, -6.577774, 22, sit
1541, -46.865990, 10.220613, 20, primary
1542, 14.944070, 53.852177, 6, controlling
1543, 46.092560, 17.594048, 8, pension
1544, 5.624548, -21.879633, 62, headed
1545, 15.388829, 51.753983, 16, projects
1546, 54.165485, -10.816661, 10, encounter
1547, 58.267300, -19.128990, 6, maneuvering
1548, -60.633682, -5.098409, 20, pieces
1549, -49.477280, -27.300879, 30, position
1550, -12.101327, -12.093399, 156, board
1551, 32.021385, -55.128799, 6, lobbyists
1552, -37.295498, -58.119869, 38, big
1553, -45.903358, -23.511824, 28, push
1554, -2.388633, -59.831932, 52, actual
1555, -40.205669, -55.035431, 24, arguing
1556, -55.601109, 9.032842, 24, victims
1557, -1.696084, -46.946659, 42, racial
1558, 12.674994, 45.716892, 8, espe
1559, -9.026361, -51.844681, 10, cially
1560, -4.820970, -14.808843, 102, president
1561, -4.243726, -55.340092, 32, fund
1562, -64.583260, -17.676729, 24, hired
1563, 48.163624, 18.447487, 8, lobbyist
1564, -55.456539, -34.280777, 30, testify
1565, -0.657637, -15.608114, 86, hearing
1566, -62.034500, -29.830622, 32, opening
1567, 6.378923, -32.547188, 58, line
1568, -59.006741, -10.069378, 18, rhetorical
1569, -45.108112, -55.397228, 32, chosen
1570, -23.238516, -63.886135, 28, coun
1571, -40.340950, -53.099739, 26, escape
1572, -55.729332, -40.502346, 28, oppression
1573, -9.365964, -4.019868, 120, working
1574, -21.084141, -64.462921, 38, prove
1575, -55.697128, -42.237530, 26, practice
1576, 2.166370, -45.221699, 44, sound
1577, -24.130943, -62.310013, 34, compromise
1578, 7.439118, -32.104702, 48, avoid
1579, -62.919651, 6.404810, 22, restaurant
1580, 63.122898, 4.988324, 8, renting
1581, -8.374667, 1.339965, 110, show
1582, -33.601307, -59.059448, 38, closet
1583, -1.151066, -41.094063, 64, protection
1584, -25.480377, 40.142635, 14, economy
1585, -31.446976, -61.732384, 26, busi
1586, -38.888561, -57.919338, 26, ness
1587, 4.752732, -10.614139, 80, stop
1588, 8.480052, 38.992001, 14, lobby
1589, -39.633171, 27.602713, 16, founded
1590, -54.882523, 9.730252, 20, hire
1591, -47.396938, 14.237651, 20, corporate
1592, -5.591558, -48.774574, 60, conservative
1593, -7.054206, 43.403187, 14, introduced
1594, 61.782005, 1.091369, 8, intro
1595, 33.463806, 34.002415, 10, duced
1596, -40.655121, 37.335041, 16, somewhere
1597, -62.415646, -21.409006, 20, democrats
1598, 42.700989, -44.458237, 6, servative
1599, -4.467091, -31.575018, 70, voted
1600, -25.642323, 48.117340, 12, republicans
1601, -63.168041, 6.595657, 22, kill
1602, -46.236771, 2.676857, 20, amendment
1603, -1.580008, -0.150063, 202, day
1604, -37.031174, -42.670727, 36, debate
1605, -30.603939, -52.286774, 24, republican
1606, -40.500336, -50.033661, 22, port
1607, -7.439178, -46.476555, 46, bob
1608, 24.593227, 56.212940, 10, oke
1609, -57.796593, -5.804486, 22, delivered
1610, 47.525951, -5.023849, 6, impassioned
1611, -61.086128, 11.621581, 18, speeches
1612, 59.659122, -35.636967, 6, wings
1613, -1.354201, -52.748837, 48, democratic
1614, -7.885565, 3.563352, 80, michael
1615, 59.570198, 12.534839, 8, chooses
1616, 59.358841, 12.700275, 6, painful
1617, 63.971001, -12.382663, 8, hav
1618, -54.405727, -34.300529, 18, citizen
1619, -12.109107, -48.722336, 50, protect
1620, 48.597263, 35.038769, 8, consequences
1621, -56.248589, -30.354004, 24, daughter
1622, -59.460049, 3.723713, 20, lifestyle
1623, -0.882793, -1.243692, 98, trying
1624, 53.036541, -28.572720, 6, frankly
1625, -0.881368, -52.913128, 38, asking
1626, -10.419684, -57.282043, 48, visit
1627, -59.979160, -10.347569, 22, tough
1628, -4.356160, -17.645607, 110, reporter
1629, 2.288448, -4.302076, 112, need
1630, -42.828846, -45.048153, 26, replied
1631, 3.932286, -49.933155, 34, hard
1632, 11.638868, 56.507011, 8, tight
1633, 7.196313, -19.960571, 82, lost
1634, 8.703051, 40.312420, 4, finkbeiner
1635, -3.256748, -55.643524, 42, rose
1636, -1.556382, -37.048145, 48, leader
1637, 3.589390, -31.320692, 64, previous
1638, 1.352416, -21.451385, 106, joined
1639, -39.319378, -46.179546, 36, session
1640, 3.347286, -34.807396, 76, announced
1641, 0.097322, -58.390770, 56, understand
1642, -4.509093, 65.713753, 14, argue
1643, -44.220478, 24.843895, 18, surprising
1644, 32.523296, -55.009609, 6, ok
1645, 17.021738, 53.327629, 12, choose
1646, -2.373064, -8.790776, 78, directly
1647, 25.883602, 50.563221, 8, countered
1648, -4.395469, -54.282104, 50, believe
1649, -10.262850, 60.670189, 10, acceptable
1650, 57.179916, -24.791874, 6, discriminate
1651, -0.960914, -27.120153, 52, pass
1652, -64.160240, -15.283396, 20, crucial
1653, 20.453236, 30.448160, 6, advised
1654, -17.228153, 58.596519, 16, retired
1655, 1.353980, 31.907042, 12, signing
1656, -52.883877, -11.363049, 22, demands
1657, -57.687931, -11.972832, 26, mention
1658, 4.341831, -11.007050, 86, war
1659, -34.879192, -51.045902, 48, ii
1660, 10.589181, -32.107967, 84, visible
1661, -2.534760, 1.115311, 124, call
1662, -10.319152, 59.478851, 14, discharged
1663, -35.871052, -58.710548, 36, thousands
1664, 46.730469, 18.130375, 8, shipped
1665, 4.817211, -50.610596, 40, filled
1666, -51.641991, -39.281181, 26, miss
1667, -59.732140, -11.834435, 24, boeing
1668, -14.621773, -49.450356, 56, newsletter
1669, -30.274099, -58.578991, 46, liked
1670, 8.358648, -16.253487, 80, ended
1671, -64.474571, -12.534862, 26, surprise
1672, 3.015412, -52.237793, 46, stayed
1673, 7.869363, -30.471918, 70, places
1674, 12.496151, 54.113232, 12, perform
1675, -59.418629, -28.292704, 22, orga
1676, 43.279160, 5.193155, 8, nized
1677, -59.160152, -9.962425, 18, networks
1678, 41.608124, -47.497952, 6, accessible
1679, 4.980390, 60.279819, 12, soldiers
1680, -49.264629, 19.638144, 16, sailors
1681, -37.882656, -52.872768, 22, puget
1682, -26.758951, 53.720764, 10, bases
1683, -26.889519, -56.323296, 28, produced
1684, -19.998613, -65.859840, 36, willing
1685, -0.838127, -8.857124, 86, policy
1686, -10.055269, 9.872568, 586, homosexuals
1687, -47.264935, -43.563835, 26, serving
1688, 48.534718, -3.238105, 10, aggressively
1689, -45.422211, 9.597687, 22, prominent
1690, -44.959156, -47.512020, 34, challenged
1691, -39.215179, 44.987236, 8, margarethe
1692, -54.761257, 25.560434, 10, cammermeyer
1693, -44.199326, -9.713877, 16, nurse
1694, -52.747971, -30.893236, 20, guard
1695, 5.613323, -27.371489, 52, army
1696, -50.266163, -39.016403, 32, sergeant
1697, -12.576031, -59.446178, 30, perry
1698, -29.046955, 56.550171, 10, watkins
1699, 6.372139, 30.622347, 14, segment
1700, -33.471466, -59.508427, 42, true
1701, -22.908712, -64.207596, 26, americans
1702, -63.076149, -7.360501, 18, native
1703, 10.118557, -32.027458, 46, symbol
1704, -44.721432, -47.242382, 18, practical
1705, -50.437374, 0.904735, 22, source
1706, -59.753475, -6.874290, 20, kinds
1707, -49.785778, -25.332668, 20, benefits
1708, -33.977585, -59.686974, 32, enjoyed
1709, -33.094650, 35.401905, 14, financial
1710, 19.597885, 54.634632, 8, ongoing
1711, -20.744238, 59.131931, 8, administration
1712, -35.830761, 44.090408, 8, clinton
1713, -2.507210, -47.613995, 48, declared
1714, 8.554027, -21.424295, 70, immediately
1715, 37.586674, 30.532558, 10, congressional
1716, 43.245590, 21.115593, 10, conservatives
1717, 3.447304, -35.187031, 62, december
1718, 59.725838, 2.622766, 8, pentagon
1719, -45.554829, 39.284332, 14, supposed
1720, 7.572985, -23.700567, 80, anything
1721, -59.820679, 17.591146, 14, silent
1722, 7.133589, 51.588299, 10, relation
1723, -58.230427, -19.920000, 18, ships
1724, -52.433186, -31.780481, 20, discharge
1725, 41.475349, -39.221828, 8, investigate
1726, -21.575193, -62.474339, 54, seems
1727, -25.491470, -55.680275, 34, seventeen
1728, -27.024725, 57.165649, 10, existence
1729, -33.019188, 55.417744, 14, kicked
1730, -56.537247, 13.667618, 18, challenges
1731, -43.947124, -8.853224, 12, philips
1732, 40.305000, 26.960239, 8, stationed
1733, 60.017521, -7.150235, 8, aboard
1734, 20.906080, 54.313812, 6, nimitz
1735, 51.839813, -24.475315, 6, everett
1736, -63.222618, -10.572891, 28, miles
1737, 1.075432, 0.849058, 98, north
1738, -65.210716, -5.688056, 16, operator
1739, -34.399780, -57.197891, 24, window
1740, 3.297965, -38.327713, 42, election
1741, -50.299618, 6.952843, 20, announcement
1742, 20.298250, 37.490711, 6, lift
1743, 46.466858, 34.782188, 10, outstanding
1744, -50.564060, -36.139717, 18, navy
1745, -53.503654, 3.976780, 20, tors
1746, -6.953439, 48.477718, 14, dozen
1747, 1.362527, -33.646957, 62, planned
1748, 7.856469, -39.676308, 46, continue
1749, -18.331610, -0.573651, 124, week
1750, -49.790058, -25.345898, 28, none
1751, 50.533257, 6.889280, 10, encounters
1752, 23.232412, 50.795208, 6, proceed
1753, -49.870949, 22.759388, 14, ings
1754, -49.682812, -38.640205, 22, waited
1755, -46.031586, -32.185883, 24, dismissed
1756, 5.818786, -40.923759, 36, cut
1757, -56.939922, -32.216774, 18, sand
1758, -46.160099, -46.130173, 22, station
1759, 61.223175, -3.464725, 6, essentially
1760, -39.849384, -46.925114, 28, dry
1761, 39.342476, 44.861393, 8, proceedings
1762, 35.654560, 17.884804, 6, interim
1763, 1.180496, -30.054790, 60, launched
1764, 45.860054, -53.760834, 6, grounds
1765, -0.181942, -25.028280, 128, heterosexuals
1766, -35.304600, 41.699482, 14, regardless
1767, 4.151167, -12.188172, 94, given
1768, -62.132385, -27.610168, 26, questioning
1769, 9.319841, -18.015699, 60, light
1770, -3.022847, -15.207006, 100, william
1771, 53.696877, -2.953450, 10, chal
1772, -13.735441, -60.121635, 30, base
1773, -62.257832, -28.782442, 30, possibly
1774, -4.847679, 61.310482, 8, morale
1775, -45.647064, 39.040394, 10, cohesion
1776, 32.155605, 32.182446, 10, conceded
1777, 9.098968, -23.267252, 68, possible
1778, 14.276374, 56.749588, 8, constitutional
1779, 57.664608, 10.591960, 6, burdens
1780, -49.883930, -28.042990, 24, proof
1781, -3.180490, 2.670378, 140, order
1782, 60.938450, -0.031115, 6, justify
1783, -10.706286, -16.358221, 182, department
1784, 10.891721, 57.013294, 8, rational
1785, -20.047424, -59.117630, 34, basis
1786, -1.721627, -8.762095, 86, treatment
1787, 45.256317, -15.749169, 8, compelling
1788, -64.809891, -11.336881, 24, reasons
1789, -26.764082, -51.807720, 30, ninth
1790, -13.892328, -54.391655, 34, circuit
1791, -56.808537, 20.435658, 14, scrutiny
1792, -48.152870, -12.366346, 22, panel
1793, -55.494545, 10.015333, 22, suspect
1794, 29.772320, 32.859932, 10, tory
1795, -4.628891, 53.486839, 14, higher
1796, -41.590443, -54.011646, 22, appropriate
1797, 30.808603, 47.735371, 8, judges
1798, -67.150818, -12.002182, 14, burden
1799, -52.903046, -26.662111, 22, placed
1800, -3.418430, -0.844182, 86, approach
1801, 58.823811, -36.232071, 6, landmark
1802, -42.367828, 43.552822, 12, margaret
1803, -53.045513, -30.413515, 12, witt
1804, -45.893738, -48.111336, 30, entered
1805, -1.957441, -2.610041, 68, air
1806, 51.136368, 22.467775, 6, flight
1807, 17.690771, 56.218044, 6, trans
1808, 53.575840, 25.848030, 6, ferred
1809, 58.176102, -5.520852, 8, mcchord
1810, -13.039865, -15.231622, 116, tacoma
1811, 54.102264, -31.846869, 4, medal
1812, -46.948582, 10.703687, 20, poster
1813, -48.372910, 26.080564, 10, appearing
1814, -52.610046, -10.928983, 20, starting
1815, 2.702803, -54.980114, 36, term
1816, 3.973444, -35.170479, 64, august
1817, -45.151066, -43.783356, 30, spokane
1818, 8.295210, -30.757048, 68, neither
1819, -10.502863, -1.126742, 118, member
1820, 48.331566, 3.881884, 6, civilian
1821, -31.811598, 38.970543, 14, employee
1822, -54.275608, -34.557579, 20, follow
1823, -19.615717, 1.333895, 246, july
1824, 57.453995, -39.103512, 6, investigator
1825, 43.634869, -9.551959, 8, contacted
1826, -1.395996, -19.356558, 86, following
1827, 49.972347, -42.125725, 8, chaplain
1828, -2.312441, -2.367710, 10, su
1829, -57.396313, -19.531818, 18, receive
1830, 63.917866, -0.077897, 8, earn
1831, -57.250381, -6.912884, 22, points
1832, -16.952286, 52.395950, 16, retirement
1833, -48.899906, -37.743656, 22, sixteen
1834, 42.973972, 18.990952, 8, initiated
1835, 3.672323, 44.610371, 10, resisted
1836, 25.652960, 20.693945, 8, precedent
1837, -67.131386, -12.499168, 18, seat
1838, -62.780693, -3.702131, 10, tle
1839, -3.015098, -52.118374, 32, based
1840, 47.028164, 16.219452, 6, leighton
1841, -30.455853, -53.228287, 32, lawyer
1842, -43.124985, -41.089661, 28, mission
1843, 55.313812, -14.162282, 6, apply
1844, -59.593704, 18.028893, 12, heightened
1845, -22.438543, -65.796791, 38, actions
1846, 46.962646, -47.415379, 6, den
1847, 4.903370, -36.385536, 62, reason
1848, -57.373859, -26.925907, 20, analysis
1849, 27.010809, 56.535786, 10, application
1850, -45.841843, 15.983898, 10, advanced
1851, -18.833858, -62.440487, 36, interest
1852, 13.270999, 61.495510, 10, maintaining
1853, -18.157063, -57.237053, 38, additional
1854, 9.992257, -18.776791, 70, less
1855, 62.250969, 0.946599, 6, aims
1856, 63.308750, -11.511994, 6, discharging
1857, -55.653347, -31.796068, 16, unit
1858, -56.891785, -4.014063, 16, avoided
1859, -14.703813, 49.325470, 14, agreeing
1860, 3.950606, -0.259731, 118, met
1861, -52.050003, -31.115753, 26, sion
1862, 0.542927, -48.778198, 54, ordered
1863, -19.852842, -61.696716, 42, conduct
1864, -3.803186, -29.958593, 68, trial
1865, 29.388193, 51.937817, 8, automatically
1866, -43.194557, 37.714317, 14, assume
1867, -25.113358, 46.839199, 10, justified
1868, -56.176083, -45.522034, 38, presence
1869, 6.881489, -41.065704, 40, specific
1870, -40.035076, 37.539196, 8, interference
1871, 1.588487, -11.305324, 72, taking
1872, 10.141410, -38.943562, 62, short
1873, -3.741023, -48.797699, 34, terms
1874, 45.186794, -27.287853, 4, gallup
1875, -30.693436, 44.825283, 10, showing
1876, -55.415970, -39.411243, 28, serve
1877, -51.313828, -45.036251, 26, compared
1878, -38.023056, -56.033638, 28, ground
1879, 54.439617, 13.831239, 4, opinions
1880, -63.281612, 16.931942, 14, relied
1881, 58.973751, -37.604656, 4, de
1882, -15.690372, -58.999699, 32, lawrence
1883, -43.430336, 44.882233, 10, texas
1884, -42.273106, 43.653358, 20, struck
1885, -8.083456, -18.663692, 118, laws
1886, 46.025417, 15.936280, 8, crim
1887, 2.031984, -7.396739, 80, behavior
1888, -24.808872, 43.682552, 6, fifth
1889, 19.147871, 36.745647, 12, liberty
1890, -30.002636, -54.276379, 28, due
1891, -66.666313, -14.521102, 16, specified
1892, -62.518921, -20.661842, 18, require
1893, 40.594921, 41.948006, 10, deciding
1894, -46.526100, -38.864021, 22, sort
1895, -14.247080, 59.741230, 12, winter
1896, 62.515301, -7.949551, 4, phase
1897, 44.386757, -27.249615, 6, presi
1898, -7.990201, 51.868565, 8, dent
1899, -8.052361, -31.157267, 78, repeal
1900, 7.660117, -46.674896, 54, sought
1901, -3.634525, -30.127672, 86, september
1902, 4.835340, -6.676960, 134, yet
1903, 57.310658, -0.433878, 8, significance
1904, 14.416598, 52.659527, 8, relatively
1905, -36.322414, -52.548534, 24, recent
1906, 53.495014, 20.376240, 6, arising
1907, -55.375294, 2.792704, 16, cen
1908, 51.296196, -5.340172, 6, tury
1909, 61.163239, 5.019229, 8, arrangements
1910, -7.064232, -53.679668, 40, likely
1911, -13.650371, 57.754612, 12, heads
1912, -60.625164, 7.396831, 22, nations
1913, 14.994521, 49.820900, 10, passions
1914, 18.657316, 41.830814, 10, fore
1915, -58.249043, -28.898232, 24, lovers
1916, -59.050701, -25.595747, 32, ments
1917, 4.313190, -47.005814, 38, usually
1918, -41.432098, 20.999083, 12, romance
1919, 4.307809, -48.592976, 42, hollywood
1920, 6.914623, -42.700596, 44, giving
1921, -48.839046, -27.104435, 24, gather
1922, 37.407757, -57.145527, 6, practically
1923, -47.687229, -45.546013, 18, mar
1924, -58.541157, 12.803995, 12, riage
1925, -2.343690, 7.794792, 170, male
1926, -34.918091, 35.266445, 16, writers
1927, 39.299747, -50.108643, 6, pe
1928, 59.900665, 1.570246, 6, circle
1929, -62.843948, -16.881231, 16, violet
1930, -2.632527, 57.969791, 4, quill
1931, -5.480254, -57.774693, 30, insisted
1932, -48.020290, 7.553683, 20, andrew
1933, -54.717094, -45.436771, 40, represented
1934, 52.546734, -17.248997, 6, essential
1935, -9.138322, 3.547530, 148, david
1936, -34.917637, 44.805325, 12, bergman
1937, -8.265457, -58.862949, 26, hour
1938, 7.085031, -27.345339, 78, whatever
1939, -37.674263, -58.632835, 32, ter
1940, 59.140705, -16.503113, 6, farewell
1941, 29.919239, 31.426071, 8, symphony
1942, -13.165410, -60.835526, 50, explained
1943, -60.606106, -22.645550, 18, guys
1944, -45.760502, 29.147316, 14, fell
1945, 57.962437, -18.636726, 6, buddies
1946, -56.835991, -34.156315, 20, loving
1947, 2.922266, -56.038029, 50, whole
1948, 48.141552, 15.876038, 10, worse
1949, -58.387814, 13.076188, 16, hat
1950, -54.303791, -32.659046, 26, intent
1951, -47.488235, 34.931755, 10, marital
1952, -44.654057, 40.216705, 14, values
1953, -17.565088, 53.295113, 14, worst
1954, -28.573963, -59.209763, 40, accused
1955, -30.885778, -59.741920, 32, model
1956, 33.408085, -42.963161, 6, sake
1957, -7.288118, -0.446566, 106, socialist
1958, -36.199444, -57.392094, 20, capitalism
1959, 1.776618, -14.133626, 76, feminist
1960, -21.773989, -58.375710, 32, mem
1961, -40.259682, -49.248337, 24, ber
1962, -10.751263, -3.276204, 92, radical
1963, 33.159019, 24.937084, 6, persecuted
1964, -47.298592, 22.627964, 14, perverse
1965, 58.877926, 11.918224, 6, molesters
1966, 63.091698, -16.977209, 6, oppressors
1967, 16.810078, 61.695805, 10, deeper
1968, -44.603779, -9.637051, 22, institution
1969, -49.451084, 23.879622, 12, profit
1970, 9.130263, -40.324276, 42, built
1971, -38.227783, -56.168842, 20, het
1972, -54.542637, 14.348455, 12, erosexual
1973, -64.694366, -16.542286, 22, mad
1974, 1.296082, -49.575554, 48, isaacson
1975, 19.389397, 53.693970, 8, triple
1976, 58.661892, 11.502161, 6, supremacy
1977, -1.261222, 0.656827, 138, far
1978, 4.568358, 43.702106, 14, condemned
1979, 45.480785, -10.793083, 4, fraternal
1980, 2.937130, -22.725306, 36, raising
1981, -51.702484, -45.162331, 36, wrong
1982, 2.964222, -33.547478, 64, appeared
1983, 16.736559, 53.131660, 12, attitude
1984, 24.955002, 29.599592, 20, munity
1985, 2.268113, -27.947811, 80, opened
1986, -10.382998, -52.760208, 44, large
1987, 40.199120, 38.445530, 8, porch
1988, 45.128418, -48.876316, 6, passerby
1989, -43.840992, 27.436003, 18, symbols
1990, 6.477312, -26.229467, 52, pointed
1991, 4.001941, -10.494029, 58, female
1992, 25.732294, 54.390820, 6, crosses
1993, 56.076965, 22.360081, 6, downward
1994, -52.137501, -11.187283, 20, linked
1995, -41.895802, 22.679588, 16, celebrated
1996, -48.819519, -27.115906, 24, applied
1997, -51.474400, -30.797564, 24, admitted
1998, 58.320568, 22.820595, 8, cou
1999, -12.246608, -61.060009, 46, collective
2000, 51.277126, -39.131912, 10, pair
2001, -50.438343, 16.287714, 18, collectives
2002, -25.898499, 36.551788, 2, consciousness
2003, -30.029068, -57.357357, 38, worker
2004, -4.068810, 57.819195, 8, ops
2005, 0.323812, -20.308558, 96, san
2006, 56.444618, 0.453014, 6, vashon
2007, 1.106495, 29.921057, 14, island
2008, -17.363285, -65.990875, 34, inter
2009, -23.767429, 55.720764, 8, indicates
2010, 32.924374, 17.855242, 6, continues
2011, -62.623177, 10.579573, 12, highest
2012, -35.982418, 45.577480, 10, percentage
2013, -56.337749, 19.294489, 16, connection
2014, 7.511822, -21.734812, 82, suggested
2015, -19.106335, 2.031682, 218, nov
2016, -62.177910, -12.145562, 24, tually
2017, -36.778324, -54.571793, 26, deep
2018, -33.714653, 33.109070, 16, friendships
2019, -26.728722, 45.101833, 12, display
2020, 0.452393, -20.178974, 74, program
2021, -47.586926, 9.214755, 16, suggests
2022, -20.210917, -63.626755, 30, normal
2023, -7.157102, -53.536518, 48, developed
2024, -16.260132, 52.589439, 10, weak
2025, 10.926387, -39.029579, 54, looking
2026, 24.232355, 56.211887, 10, reasonable
2027, 4.436439, -48.058720, 50, impact
2028, 31.919338, 42.160526, 6, destroying
2029, 9.220959, 49.200623, 8, dissent
2030, -47.912594, 20.568487, 16, equally
2031, -20.636917, -58.882835, 34, epidemic
2032, 51.471272, 26.769762, 4, weakened
2033, -46.223671, 16.639629, 12, belief
2034, 33.285484, 40.943829, 6, intimate
2035, -51.811871, -45.081429, 34, relations
2036, 60.829601, -20.616760, 6, conventional
2037, -65.411758, -4.910851, 16, necessarily
2038, -8.000634, 58.874199, 14, trusted
2039, 7.282582, -14.847904, 90, saw
2040, -53.304409, -43.207909, 22, repeatedly
2041, 61.526684, 4.571508, 6, keys
2042, -10.310852, -52.257122, 54, success
2043, -12.918021, 58.316681, 10, educational
2044, -56.630661, -15.043893, 22, strategies
2045, -36.874279, 33.843338, 10, pin
2046, -47.934502, 25.745682, 12, cam
2047, -30.137762, 48.905762, 8, paign
2048, 43.540787, -3.641314, 12, combination
2049, 16.821180, 56.338886, 6, captured
2050, -64.124825, -7.541255, 14, brother
2051, -10.594711, 0.705778, 176, local
2052, -8.389705, 56.522049, 8, partially
2053, -55.134945, 20.160809, 16, nude
2054, -7.872336, 47.302345, 10, cascade
2055, -0.119617, 54.917465, 10, mountain
2056, -45.732380, -46.731071, 20, river
2057, 57.439175, 0.794270, 6, gently
2058, 56.943241, 14.335344, 6, bathing
2059, 32.798798, -57.908875, 6, envisioned
2060, -1.761888, -16.326073, 104, april
2061, -2.214274, -25.963886, 92, commission
2062, -62.093735, -18.585835, 16, electric
2063, -2.429792, -57.574127, 40, ity
2064, 4.524154, 31.132772, 10, violated
2065, 1.306690, -41.056244, 58, fair
2066, -49.906933, -27.165752, 18, practices
2067, 13.647044, 43.321922, 6, ordi
2068, -59.462234, 17.869379, 14, employees
2069, -1.378197, -36.355381, 56, coverage
2070, 6.061865, -32.779995, 74, leave
2071, -26.746876, 41.391571, 22, attend
2072, -49.751736, 20.047089, 8, category
2073, -50.380329, 6.785647, 2, ex
2074, -3.932652, 66.978271, 14, fewer
2075, -62.531673, -20.443638, 18, seeking
2076, -57.747749, -20.506037, 18, benefit
2077, -47.073757, -46.722153, 22, file
2078, 3.105585, -24.746122, 70, written
2079, -58.916382, -14.704791, 16, document
2080, -48.478039, 4.775063, 22, responsibility
2081, 64.160744, -12.500680, 8, prompt
2082, 56.584839, 6.162022, 6, tures
2083, -45.107979, -48.335865, 28, ballot
2084, 6.282907, -50.035976, 50, accept
2085, 8.635379, 45.898472, 8, reject
2086, 4.814466, -23.184828, 66, action
2087, -19.190639, -54.376163, 36, spring
2088, 56.875813, -40.555614, 6, initia
2089, -62.579918, -19.464411, 22, tive
2090, 6.482596, -15.667659, 78, gone
2091, 56.482677, -39.405117, 6, effect
2092, -44.484047, 24.330051, 16, defining
2093, -38.698853, -53.699959, 38, teaching
2094, 2.564910, -30.684568, 60, archdiocese
2095, 53.729996, -32.688972, 6, hausen
2096, -2.761753, -10.606602, 98, charge
2097, -43.029591, 34.652943, 12, tightly
2098, -11.646498, 2.388017, 134, vatican
2099, 60.961353, -9.920824, 6, adopting
2100, 0.804556, -21.019680, 78, francisco
2101, 25.251648, 57.353989, 10, adamantly
2102, 50.572300, 25.203001, 2, op
2103, -44.585190, 21.292645, 22, expanded
2104, -44.983963, 1.217406, 26, defeated
2105, 0.013939, -29.546558, 60, ordinance
2106, -63.968262, -1.623451, 18, figure
2107, 57.743202, -20.073652, 6, guiding
2108, 51.502464, 11.389750, 8, replacement
2109, 48.799343, -6.096006, 8, jamie
2110, -4.346223, 51.262482, 10, pedersen
2111, 4.587626, -11.703014, 70, head
2112, 33.675468, -58.513866, 6, effort
2113, 44.813675, -38.051624, 2, educated
2114, 58.803574, -21.270399, 4, baby
2115, -2.818091, -1.121028, 92, including
2116, -9.029001, -50.801075, 44, ready
2117, -11.860253, -50.043095, 34, legislation
2118, -63.278507, -18.171400, 18, advice
2119, -60.204010, -14.283730, 26, steps
2120, -46.985931, -47.896908, 38, exactly
2121, 51.452648, 4.504050, 10, deserve
2122, -43.636036, -50.328743, 32, somewhat
2123, 51.936481, -34.021404, 6, islators
2124, 5.122023, -31.929739, 48, risk
2125, 49.287174, -6.549611, 6, proceeded
2126, -57.201580, 2.462809, 24, creation
2127, -51.702400, 12.740960, 16, addition
2128, 13.671795, 43.247120, 12, triggered
2129, -38.298286, 33.618408, 12, expanding
2130, -44.645855, 7.899212, 20, enjoy
2131, 34.640923, 45.232929, 8, seemingly
2132, -42.224918, -48.685116, 22, convinced
2133, -60.064636, -15.521026, 18, ward
2134, -48.375355, 24.450701, 12, paused
2135, 4.507539, -53.046494, 50, sure
2136, -5.285211, -42.722710, 66, february
2137, -58.879261, 9.907342, 20, handle
2138, 55.911079, 13.290401, 8, catholicism
2139, 57.588135, 12.770771, 8, fascinating
2140, 58.460350, -31.308952, 8, prayed
2141, -7.496372, -9.973292, 138, st
2142, 39.692749, -58.673290, 6, chapel
2143, -22.970226, -51.717503, 40, jesuits
2144, -41.369362, -13.940609, 32, campus
2145, 37.169914, -60.541019, 6, informally
2146, -42.949821, -13.229560, 32, institutions
2147, -63.221771, -5.439228, 14, immigrants
2148, 16.316540, 38.637074, 8, everywhere
2149, -10.894118, -11.158169, 180, james
2150, 4.563054, -28.543030, 64, cathedral
2151, -18.137680, -64.358376, 36, necessary
2152, 5.992557, -18.358175, 76, reverend
2153, -46.244289, -52.389729, 28, ryan
2154, 55.939304, -32.028587, 6, chancellor
2155, -1.819026, -13.858879, 84, priest
2156, -12.606111, -63.807442, 40, hierarchy
2157, -49.820019, -37.225445, 28, teenager
2158, -41.661438, 29.343456, 18, search
2159, -11.585670, -3.277933, 108, catholics
2160, -12.243917, 57.426579, 12, cleared
2161, 39.160294, -32.773472, 6, amounted
2162, -2.214807, -0.532487, 236, eventually
2163, 10.081067, 39.774212, 12, passionately
